date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:05:05	258673/258673	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:38%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=9.6.6	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style174f.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:06	291/291	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:32%20GMT	https://demo.themovation.com/stratus/wp-includes/css/classic-themes.min.css?ver=6.2.6	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-includes/css/classic-themes.min4118.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:07	53834/53834	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:38%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/groovy-menu/assets/style/frontend.css?ver=2.4.6	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/groovy-menu/assets/style/frontend2f91.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:08	5869/5869	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:34%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/groovy/fonts/groovy-28328.css?ver=2.4.6	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/groovy/fonts/groovy-283282f91.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:09	8934/8934	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:34%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/groovy/fonts/groovy-69018.css?ver=2.4.6	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/groovy/fonts/groovy-690182f91.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:10	16535/16535	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:34%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/groovy/fonts/groovy-socicon.css?ver=2.4.6	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/groovy/fonts/groovy-socicon2f91.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:11	423/423	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:38%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/groovy-menu/assets/style/font-internal.css?ver=2.4.6	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/groovy-menu/assets/style/font-internal2f91.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:12	1516/1516	---M--	200	added ('OK')	font/woff	date:Mon,%2014%20Aug%202023%2022:47:38%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/groovy-menu/assets/fonts/crane-font.woff?hhxb42	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/groovy-menu/assets/fonts/crane-font4bb8.woff	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:13	17572/17572	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:38%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=7.5.1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/woocommerce/assets/css/woocommerce-layout8c10.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:14	7043/7043	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:38%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=7.5.1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen8c10.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:15	74669/74669	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:38%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.5.1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/woocommerce/assets/css/woocommerce8c10.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:16	1222/1222	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:37%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/th-widget-pack/header-footer/assets/css/header-footer-elementor.css?ver=2.2.5	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/th-widget-pack/header-footer/assets/css/header-footer-elementor5bf8.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:17	19363/19363	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:39%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:18	9921/9921	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:38%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.12.1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/elementor/assets/css/frontend-legacy.minfb6f.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:19	132562/132562	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:38%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.12.1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/elementor/assets/css/frontend.minfb6f.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:20	12876/12876	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:39%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:21	1362/1362	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Mar%202024%2019:18:27%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/elementor/css/post-7569.css?ver=1710789507	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/elementor/css/post-75696128.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:22	59344/59344	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:39%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.12.1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minfb6f.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:23	26702/26702	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:39%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.12.1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minfb6f.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:24	32682/32682	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Mar%202024%2003:10:51%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/elementor/css/post-7629.css?ver=1710817851	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/elementor/css/post-762901ae.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:25	80920/80920	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:37%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/th-widget-pack/header-footer/inc/widgets-css/frontend.css?ver=2.2.5	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/th-widget-pack/header-footer/inc/widgets-css/frontend5bf8.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:26	21792/21792	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Mar%202024%2019:49:42%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/elementor/css/post-13300.css?ver=1710791382	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/elementor/css/post-13300cbcc.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:27	21833/21833	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Mar%202024%2019:19:11%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/elementor/css/post-13308.css?ver=1710789551	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/elementor/css/post-13308947f.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:28	79168/79168	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:37%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/masterslider/public/assets/css/masterslider.main.css?ver=3.6.1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/masterslider/public/assets/css/masterslider.maina7a0.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:29	21454/21454	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:33%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/masterslider/custom.css?ver=6.6	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/masterslider/custom9122.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:30	30999/30999	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:39%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:31	28008/28008	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:34%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/groovy/preset_4292.css?ver=63a8324fc7a366b80ee00df41660312b	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/groovy/preset_429298c3.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:33	290576/290576	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:32%20GMT	https://demo.themovation.com/stratus/wp-content/themes/stratusx/assets/css/app.css?ver=1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/themes/stratusx/assets/css/app68b3.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:33	361/361	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:32%20GMT	https://demo.themovation.com/stratus/wp-content/themes/stratusx-child/style.css?ver=6.2.6	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/themes/stratusx-child/style4118.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:35	10272/10272	---MC-	200	added ('OK')	text/css	date:Thu,%2031%20Jul%202025%2013:05:35%20GMT	https://fonts.googleapis.com/css?family=Lato%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CNunito+Sans%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CDM+Sans%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.2.6	/Users/emmanuel/websites/precision/fonts.googleapis.com/cssecf9.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:35	57912/57912	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:39%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:36	675/675	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202023%2022:47:39%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:38	89815/89815	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2014%20Aug%202023%2022:47:32%20GMT	https://demo.themovation.com/stratus/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-includes/js/jquery/jquery.min5aed.js	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:38	13424/13424	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2014%20Aug%202023%2022:47:32%20GMT	https://demo.themovation.com/stratus/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:39	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Jul%202025%2013:05:39%20GMT	https://fonts.gstatic.com/	/Users/emmanuel/websites/precision/fonts.gstatic.com/index.html	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:39	711/711	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2014%20Aug%202023%2022:47:37%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/masterslider/includes/modules/elementor/assets/js/elementor-widgets.js?ver=3.6.1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/masterslider/includes/modules/elementor/assets/js/elementor-widgetsa7a0.js	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:40	15055/15055	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2014%20Aug%202023%2022:47:39%20GMT	https://demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.12.1	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minfb6f.js	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:42	72972/72972	---MC-	200	added ('OK')	application/json	date:Thu,%2031%20Jul%202025%2013:05:41%20GMT	https://demo.themovation.com/stratus/wp-json/wp/v2/pages/7629	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-json/wp/v2/pages/7629.json	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:43	883/883	---M-Z	200	added ('OK')	text/xml	date:Thu,%2031%20Jul%202025%2013:05:43%20GMT	https://demo.themovation.com/stratus/xmlrpc.php?rsd	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/xmlrpc0db0.php	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:43	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Mon,%2014%20Aug%202023%2022:47:32%20GMT	https://demo.themovation.com/stratus/wp-includes/wlwmanifest.xml	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-includes/wlwmanifest.xml	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:45	2945/2945	---MC-	200	added ('OK')	application/json	date:Thu,%2031%20Jul%202025%2013:05:44%20GMT	https://demo.themovation.com/stratus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.themovation.com%2Fstratus%2Fhome-design-agency%2F	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-json/oembed/1.0/embed3477.json	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:45	1094528/1094528	---MC-	200	added ('OK')	application/json	date:Thu,%2031%20Jul%202025%2013:05:43%20GMT	https://demo.themovation.com/stratus/wp-json/	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-json/index.html	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Jul%202025%2013:05:45%20GMT	https://demo.themovation.com/stratus/?p=7629	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/index18ac.html	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:46	3023/3023	---M-Z	200	added ('OK')	text/xml	date:Thu,%2031%20Jul%202025%2013:05:46%20GMT	https://demo.themovation.com/stratus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.themovation.com%2Fstratus%2Fhome-design-agency%2F&format=xml	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-json/oembed/1.0/embed7026	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:46	1547/1547	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2022/09/cropped-Stratus-favicon-1-32x32.png	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2022/09/cropped-Stratus-favicon-1-32x32.png	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:47	14768/14768	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2022/09/cropped-Stratus-favicon-1-192x192.png	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2022/09/cropped-Stratus-favicon-1-192x192.png	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:48	13594/13594	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2022/09/cropped-Stratus-favicon-1-180x180.png	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2022/09/cropped-Stratus-favicon-1-180x180.png	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:49	3071/3071	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2022/09/Stratus-logo-blk@2x-1.png	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2022/09/Stratus-logo-blk@2x-1.png	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:50	14129/14129	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2019/06/volicity-9.png	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2019/06/volicity-9.png	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:51	15767/15767	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2019/06/tvit.png	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2019/06/tvit.png	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:52	18703/18703	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2019/06/lighting.png	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2019/06/lighting.png	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:53	9656/9656	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2019/06/asgardia.png	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2019/06/asgardia.png	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:54	21465/21465	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Nouri-394x394.jpg	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Nouri-394x394.jpg	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:55	21607/21607	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Adore-394x394.jpg	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Adore-394x394.jpg	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:56	12712/12712	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Cocooil-394x394.jpg	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Cocooil-394x394.jpg	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:57	21593/21593	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Creamery-394x394.jpg	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Creamery-394x394.jpg	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:58	24236/24236	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Dripp-394x394.jpg	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Dripp-394x394.jpg	(from https://demo.themovation.com/stratus/home-design-agency/)
14:05:59	12307/12307	---M--	200	added ('OK')	image/jpeg	date:Mon,%2014%20Aug%202023%2022:47:35%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Larq-394x394.jpg	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/2019/08/Port-Larq-394x394.jpg	(from https://demo.themovation.com/stratus/home-design-agency/)
14:06:00	3841/3841	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Aug%202023%2007:57:29%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/elementor/thumbs/Customer193-qax6bg7vuj9hhdtjb3agaqceesj6e7g1qbrx2xldww.jpg	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/elementor/thumbs/Customer193-qax6bg7vuj9hhdtjb3agaqceesj6e7g1qbrx2xldww.jpg	(from https://demo.themovation.com/stratus/home-design-agency/)
14:06:01	4358/4358	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Aug%202023%2007:57:29%20GMT	https://demo.themovation.com/stratus/wp-content/uploads/elementor/thumbs/testimonial-5-qax6bj1ef1dcg7pfumic07ms6y5a1ar8qpqdirh7e8.jpg	/Users/emmanuel/websites/precision/demo.themovation.com/stratus/wp-content/uploads/elementor/thumbs/testimonial-5-qax6bj1ef1dcg7pfumic07ms6y5a1ar8qpqdirh7e8.jpg	(from https://demo.themovation.com/stratus/home-design-agency/)
